SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000934,234,3,27,31,1,,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.664020,6.156646,4.807356,4.807356,5.664020,6.156646,4.807356,4.807356,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.854990,5.815453,5.611890,5.354783,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,5.866450,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,7.139556,7.139556,7.139556,7.139556,7.139556,7.139556,7.139556,7.139556,6.154431,6.113828,6.002747,5.857803,7.077617,7.077617,7.077617,7.077617,7.077617,7.077617,7.077617,7.077617,4.350251,4.350251,4.350251,4.350251,4.350251,4.350251,4.350251,4.350251,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242,4.978242
C000935,234,4,28,31,1,,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.316730,6.482319,7.196079,7.196079,6.316730,6.482319,7.196079,7.196079,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.606723,6.668214,6.740040,6.705043,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,6.575358,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.902220,4.902220,4.902220,4.902220,4.902220,4.902220,4.902220,4.902220,4.923896,4.883293,4.772212,4.627269,3.378644,3.378644,3.378644,3.378644,3.378644,3.378644,3.378644,3.378644,5.398735,5.398735,5.398735,5.398735,5.398735,5.398735,5.398735,5.398735,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525,5.899525
C000936,235,1,29,31,1,,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.784180,4.021823,4.351188,4.351188,4.784180,4.021823,4.351188,4.351188,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.883774,4.821018,4.667419,4.589877,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.910857,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,7.695653,7.695653,7.695653,7.695653,7.695653,7.695653,7.695653,7.695653,6.460285,6.419682,6.308601,6.163657,4.117187,4.117187,4.117187,4.117187,4.117187,4.117187,4.117187,4.117187,3.469180,3.469180,3.469180,3.469180,3.469180,3.469180,3.469180,3.469180,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507,4.704507
C000937,235,2,30,31,1,,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.145863,3.880564,5.901048,5.901048,4.145863,3.880564,5.901048,5.901048,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.208235,4.196707,4.244919,4.363781,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,4.217581,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,4.724907,4.724907,4.724907,4.724907,4.724907,4.724907,4.724907,4.724907,4.826374,4.785771,4.674690,4.529746,4.835757,4.835757,4.835757,4.835757,4.835757,4.835757,4.835757,4.835757,6.436229,6.436229,6.436229,6.436229,6.436229,6.436229,6.436229,6.436229,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592,4.663592
C000938,235,3,7,32,1,,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.346292,4.367517,7.478360,7.478360,6.346292,4.367517,7.478360,7.478360,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.641419,6.709395,6.802925,6.793660,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,6.607466,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.451872,4.451872,4.451872,4.451872,4.451872,4.451872,4.451872,4.451872,4.676205,4.635602,4.524521,4.379577,4.285508,4.285508,4.285508,4.285508,4.285508,4.285508,4.285508,4.285508,5.403483,5.403483,5.403483,5.403483,5.403483,5.403483,5.403483,5.403483,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498,6.983498
C000939,235,4,8,32,1,,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.086068,4.088631,4.507707,4.507707,5.086068,4.088631,4.507707,4.507707,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.211689,5.143685,4.934600,4.770830,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,5.238737,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,2.720368,2.720368,2.720368,2.720368,2.720368,2.720368,2.720368,2.720368,3.723878,3.683275,3.572194,3.427250,4.461247,4.461247,4.461247,4.461247,4.461247,4.461247,4.461247,4.461247,5.597996,5.597996,5.597996,5.597996,5.597996,5.597996,5.597996,5.597996,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678,6.608678
C000940,236,1,9,32,1,,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.533503,5.626756,4.221221,4.221221,4.533503,5.626756,4.221221,4.221221,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.615624,4.566786,4.481042,4.480882,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.638596,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,5.110293,5.110293,5.110293,5.110293,5.110293,5.110293,5.110293,5.110293,5.038337,4.997734,4.886653,4.741709,5.132398,5.132398,5.132398,5.132398,5.132398,5.132398,5.132398,5.132398,4.467234,4.467234,4.467234,4.467234,4.467234,4.467234,4.467234,4.467234,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739,4.319739
C000941,236,2,10,32,1,,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,7.489992,4.285308,6.778680,6.778680,7.489992,4.285308,6.778680,6.778680,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.209536,6.208337,6.091677,5.872847,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,6.203996,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.902635,3.902635,3.902635,3.902635,3.902635,3.902635,3.902635,3.902635,4.374124,4.333521,4.222440,4.077497,6.358624,6.358624,6.358624,6.358624,6.358624,6.358624,6.358624,6.358624,4.327787,4.327787,4.327787,4.327787,4.327787,4.327787,4.327787,4.327787,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554,4.231554
C000942,236,3,11,32,1,,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,5.554653,3.833684,3.910409,3.910409,5.554653,3.833684,3.910409,3.910409,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.989272,4.005677,4.138240,4.318795,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,3.987500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,6.302780,6.302780,6.302780,6.302780,6.302780,6.302780,6.302780,6.302780,5.694204,5.653601,5.542520,5.397577,3.787309,3.787309,3.787309,3.787309,3.787309,3.787309,3.787309,3.787309,3.573241,3.573241,3.573241,3.573241,3.573241,3.573241,3.573241,3.573241,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673,5.070673
C000943,236,4,12,32,1,,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.418156,4.162121,4.679884,4.679884,5.418156,4.162121,4.679884,4.679884,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.578805,5.520651,5.293482,5.058318,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,5.599418,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,2.789342,2.789342,2.789342,2.789342,2.789342,2.789342,2.789342,2.789342,3.761813,3.721210,3.610129,3.465186,3.125702,3.125702,3.125702,3.125702,3.125702,3.125702,3.125702,3.125702,6.264214,6.264214,6.264214,6.264214,6.264214,6.264214,6.264214,6.264214,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219,6.707219
C000944,237,1,13,32,1,,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.487553,3.734881,3.678930,3.678930,3.487553,3.734881,3.678930,3.678930,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.536133,3.627365,3.954992,4.253439,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,3.502591,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,4.594912,4.594912,4.594912,4.594912,4.594912,4.594912,4.594912,4.594912,4.754877,4.714274,4.603193,4.458249,5.607690,5.607690,5.607690,5.607690,5.607690,5.607690,5.607690,5.607690,5.316144,5.316144,5.316144,5.316144,5.316144,5.316144,5.316144,5.316144,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473,3.101473
C000945,237,2,14,32,1,,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,5.485555,6.013663,5.698990,5.698990,5.485555,6.013663,5.698990,5.698990,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.761993,3.813093,4.040473,4.282022,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,3.745787,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,7.561554,7.561554,7.561554,7.561554,7.561554,7.561554,7.561554,7.561554,6.386530,6.345927,6.234846,6.089902,6.244180,6.244180,6.244180,6.244180,6.244180,6.244180,6.244180,6.244180,3.553690,3.553690,3.553690,3.553690,3.553690,3.553690,3.553690,3.553690,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493,6.570493
C000946,237,3,15,32,1,,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.794042,6.125430,4.356301,4.356301,4.794042,6.125430,4.356301,4.356301,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.894399,4.831269,4.675369,4.594845,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,4.921567,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,4.908766,4.908766,4.908766,4.908766,4.908766,4.908766,4.908766,4.908766,4.927497,4.886894,4.775813,4.630869,5.551723,5.551723,5.551723,5.551723,5.551723,5.551723,5.551723,5.551723,5.193994,5.193994,5.193994,5.193994,5.193994,5.193994,5.193994,5.193994,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312,6.364312
C000947,237,4,16,32,1,,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.171082,6.022323,4.551784,4.551784,5.171082,6.022323,4.551784,4.551784,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.305027,5.237936,5.019460,4.834265,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,5.331070,2.864583,2.864583,2.864583,2.864583,2.864583,2.864583,2.864583,2.864583,2.864583,2.864583,2.864583,2.864583,4.439774,4.439774,4.439774,4.439774,4.439774,4.439774,4.439774,4.439774,4.669551,4.628948,4.517867,4.372923,4.746250,4.746250,4.746250,4.746250,4.746250,4.746250,4.746250,4.746250,4.981646,4.981646,4.981646,4.981646,4.981646,4.981646,4.981646,4.981646,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855,4.698855
C000948,238,1,17,32,1,,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,6.983504,6.826295,5.491464,5.491464,6.983504,6.826295,5.491464,5.491464,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.403266,7.655583,8.485856,9.665965,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,7.299540,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.812738,3.812738,3.812738,3.812738,3.812738,3.812738,3.812738,3.812738,4.324681,4.284078,4.172997,4.028054,3.571015,3.571015,3.571015,3.571015,3.571015,3.571015,3.571015,3.571015,5.641341,5.641341,5.641341,5.641341,5.641341,5.641341,5.641341,5.641341,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589,6.195589
C000949,238,2,18,32,1,,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,6.633079,6.003500,4.525297,4.525297,6.633079,6.003500,4.525297,4.525297,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.248885,5.181116,4.967922,4.795400,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,5.275585,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,5.853511,5.853511,5.853511,5.853511,5.853511,5.853511,5.853511,5.853511,5.447106,5.406503,5.295422,5.150479,5.406438,5.406438,5.406438,5.406438,5.406438,5.406438,5.406438,5.406438,5.538347,5.538347,5.538347,5.538347,5.538347,5.538347,5.538347,5.538347,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733,5.367733
