item,source,wafer,group,level,level_ko,intent,expect,unit,lsl,usl,bin,metric,target,actual_metric,threshold,n_dut,fail_count,yield,note
EDGEC_spreadnorm_6_323,8,9,boundary,3,초과,WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,spread_norm,0.2,0.2,0.18,2453,12,0.9951,임계값 0.18 대비 초과
TRIM_MEANSHIFT_L1_313,8,9,trim_axis,1,정상범위(미발화),MEAN_SHIFT,not_fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_MEANSHIFT_L2_314,8,9,trim_axis,2,임계값 소폭 초과,MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_MEANSHIFT_L3_315,8,9,trim_axis,3,초과,MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_MEANSHIFT_L4_316,8,9,trim_axis,4,크게 초과,MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_MEANSHIFT_L5_317,8,9,trim_axis,5,심각,MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SEVOUT_L1_303,8,9,trim_axis,1,정상범위(미발화),SEVERE_OUTLIER,not_fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SEVOUT_L2_304,8,9,trim_axis,2,임계값 소폭 초과,SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SEVOUT_L3_305,8,9,trim_axis,3,초과,SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SEVOUT_L4_306,8,9,trim_axis,4,크게 초과,SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SEVOUT_L5_307,8,9,trim_axis,5,심각,SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SPECTIGHT_L1_308,8,9,trim_axis,1,정상범위(미발화),SPEC_TOO_TIGHT,not_fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SPECTIGHT_L2_309,8,9,trim_axis,2,임계값 소폭 초과,SPEC_TOO_TIGHT,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SPECTIGHT_L3_310,8,9,trim_axis,3,초과,SPEC_TOO_TIGHT,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SPECTIGHT_L4_311,8,9,trim_axis,4,크게 초과,SPEC_TOO_TIGHT,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_SPECTIGHT_L5_312,8,9,trim_axis,5,심각,SPEC_TOO_TIGHT,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_WIDE_L1_298,8,9,trim_axis,1,정상범위(미발화),WIDE_DISTRIBUTION,not_fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_WIDE_L2_299,8,9,trim_axis,2,임계값 소폭 초과,WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_WIDE_L3_300,8,9,trim_axis,3,초과,WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_WIDE_L4_301,8,9,trim_axis,4,크게 초과,WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
TRIM_WIDE_L5_302,8,9,trim_axis,5,심각,WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX2_GROSS-WIDE_L2_171,8,9,combo,2,임계값 소폭 초과,GROSS_FAIL;WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,1276,0.4798,
EDGEC_codeedgehit_4_357,9,10,boundary,3,초과,CODE_RAIL,fire,CODE,0.0,63.0,2,code_edge_hit,0.052,0.0522,0.05,2453,12,0.9951,임계값 0.05 대비 초과
EDGEC_codeedgehit_5_358,9,10,boundary,3,초과,CODE_RAIL,fire,CODE,0.0,63.0,2,code_edge_hit,0.06,0.0603,0.05,2453,12,0.9951,임계값 0.05 대비 초과
EDGEC_codeedgehit_6_359,9,10,boundary,3,초과,CODE_RAIL,fire,CODE,0.0,63.0,2,code_edge_hit,0.08,0.0799,0.05,2453,12,0.9951,임계값 0.05 대비 초과
EDGEC_constant_1p25_360,9,10,boundary,3,초과,CONSTANT_VALUE,fire,V,0.5,1.5,2,stdev,0.0,0.0,,2453,12,0.9951,2진수 정확표현
EDGEC_constant_1p4_362,9,10,boundary,1,정상범위(미발화),CONSTANT_VALUE,not_fire,V,0.5,1.5,2,stdev,0.0,0.0,,2453,12,0.9951,표본표준편차가 2e-16 으로 떠 stdev<=0 이 성립하지 않음
EDGEC_constant_1p5_361,9,10,boundary,3,초과,CONSTANT_VALUE,fire,V,0.5,1.5,2,stdev,0.0,0.0,,2453,12,0.9951,2진수 정확표현
EDGEC_constant_1p8_363,9,10,boundary,1,정상범위(미발화),CONSTANT_VALUE,not_fire,V,0.5,1.5,2,stdev,0.0,0.0,,2453,12,0.9951,표본표준편차가 2e-16 으로 떠 stdev<=0 이 성립하지 않음
MIX1_HEAVYTAIL_L2_074_492,9,10,mixed,2,임계값 소폭 초과,HEAVY_TAIL,fire,V,0.5,1.5,8,(조합),,,,2453,12,0.9951,
MIX1_HEAVYTAIL_L3_000_418,9,10,mixed,3,초과,HEAVY_TAIL,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX1_HEAVYTAIL_L3_014_432,9,10,mixed,3,초과,HEAVY_TAIL,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX1_HEAVYTAIL_L4_027_445,9,10,mixed,4,크게 초과,HEAVY_TAIL,fire,V,0.5,1.5,3,(조합),,,,2453,12,0.9951,
MIX1_MEANSHIFT_L5_007_425,9,10,mixed,5,심각,MEAN_SHIFT,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX1_OUTWARN_L2_004_422,9,10,mixed,2,임계값 소폭 초과,OUTLIER_WARN,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX1_OUTWARN_L4_037_455,9,10,mixed,4,크게 초과,OUTLIER_WARN,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX1_OUTWARN_L4_072_490,9,10,mixed,4,크게 초과,OUTLIER_WARN,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX1_OUTWARN_L5_046_464,9,10,mixed,5,심각,OUTLIER_WARN,fire,V,0.5,1.5,3,(조합),,,,2453,12,0.9951,
MIX1_SEVOUT_L2_030_448,9,10,mixed,2,임계값 소폭 초과,SEVERE_OUTLIER,fire,V,0.5,1.5,3,(조합),,,,2453,12,0.9951,
MIX1_SEVOUT_L5_042_460,9,10,mixed,5,심각,SEVERE_OUTLIER,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX1_SEVOUT_L5_061_479,9,10,mixed,5,심각,SEVERE_OUTLIER,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX1_SPECTIGHT_L2_043_461,9,10,mixed,2,임계값 소폭 초과,SPEC_TOO_TIGHT,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX1_SPECTIGHT_L4_056_474,9,10,mixed,4,크게 초과,SPEC_TOO_TIGHT,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX1_SUBPOP_L2_009_427,9,10,mixed,2,임계값 소폭 초과,SUBPOP_GAP,fire,V,0.5,1.5,8,(조합),,,,2453,12,0.9951,
MIX1_SUBPOP_L2_017_435,9,10,mixed,2,임계값 소폭 초과,SUBPOP_GAP,fire,V,0.5,1.5,8,(조합),,,,2453,12,0.9951,
MIX1_WIDE_L2_065_483,9,10,mixed,2,임계값 소폭 초과,WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX1_WIDE_L4_032_450,9,10,mixed,4,크게 초과,WIDE_DISTRIBUTION,fire,V,0.5,1.5,3,(조합),,,,2453,12,0.9951,
MIX2_HEAVYTAIL-SPECTIGHT_L2_040_458,9,10,mixed,2,임계값 소폭 초과,HEAVY_TAIL;SPEC_TOO_TIGHT,fire,V,0.5,1.5,3,(조합),,,,2453,12,0.9951,
MIX2_MEANSHIFT-HEAVYTAIL_L2_026_444,9,10,mixed,2,임계값 소폭 초과,MEAN_SHIFT;HEAVY_TAIL,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX2_MEANSHIFT-HEAVYTAIL_L3_033_451,9,10,mixed,3,초과,MEAN_SHIFT;HEAVY_TAIL,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX2_MEANSHIFT-SEVOUT_L3_041_459,9,10,mixed,3,초과,MEAN_SHIFT;SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX2_OUTWARN-SPECTIGHT_L4_006_424,9,10,mixed,4,크게 초과,OUTLIER_WARN;SPEC_TOO_TIGHT,fire,V,0.5,1.5,8,(조합),,,,2453,12,0.9951,
MIX2_SEVOUT-MEANSHIFT_L4_050_468,9,10,mixed,4,크게 초과,SEVERE_OUTLIER;MEAN_SHIFT,fire,V,0.5,1.5,3,(조합),,,,2453,12,0.9951,
MIX2_SEVOUT-SPECTIGHT_L3_049_467,9,10,mixed,3,초과,SEVERE_OUTLIER;SPEC_TOO_TIGHT,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX2_SEVOUT-WIDE_L5_034_452,9,10,mixed,5,심각,SEVERE_OUTLIER;WIDE_DISTRIBUTION,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX2_SPECTIGHT-HEAVYTAIL_L5_023_441,9,10,mixed,5,심각,SPEC_TOO_TIGHT;HEAVY_TAIL,fire,V,0.5,1.5,8,(조합),,,,2453,12,0.9951,
MIX2_SPECTIGHT-SEVOUT_L4_024_442,9,10,mixed,4,크게 초과,SPEC_TOO_TIGHT;SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,12,0.9951,
MIX2_SUBPOP-MEANSHIFT_L2_052_470,9,10,mixed,2,임계값 소폭 초과,SUBPOP_GAP;MEAN_SHIFT,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX2_SUBPOP-MEANSHIFT_L5_019_437,9,10,mixed,5,심각,SUBPOP_GAP;MEAN_SHIFT,fire,V,0.5,1.5,4,(조합),,,,2453,12,0.9951,
MIX3_MEANSHIFT-SEVOUT-WIDE_L3_064_482,9,10,mixed,3,초과,MEAN_SHIFT;SEVERE_OUTLIER;WIDE_DISTRIBUTION,fire,V,0.5,1.5,8,(조합),,,,2453,12,0.9951,
NORMAL_002_366,9,10,normal,1,정상범위(미발화),,not_fire,khz,0.5,1.5,2,spread_norm,0.0675,0.066,0.18,2453,10,0.9959,발화 0건 기대(오탐 검사)
NORMAL_004_368,9,10,normal,1,정상범위(미발화),,not_fire,ms,0.5,1.5,3,spread_norm,0.0309,0.0295,0.18,2453,10,0.9959,발화 0건 기대(오탐 검사)
NORMAL_005_369,9,10,normal,1,정상범위(미발화),,not_fire,CODE,0.5,1.5,3,spread_norm,0.0619,0.0606,0.18,2453,7,0.9971,발화 0건 기대(오탐 검사)
NORMAL_008_372,9,10,normal,1,정상범위(미발화),,not_fire,DEGC,0.5,1.5,4,spread_norm,0.0398,0.0392,0.18,2453,5,0.998,발화 0건 기대(오탐 검사)
NORMAL_009_373,9,10,normal,1,정상범위(미발화),,not_fire,v,0.5,1.5,4,spread_norm,0.0669,0.0674,0.18,2453,6,0.9976,발화 0건 기대(오탐 검사)
NORMAL_017_381,9,10,normal,1,정상범위(미발화),,not_fire,DEGC,0.5,1.5,2,spread_norm,0.0834,0.0827,0.18,2453,10,0.9959,발화 0건 기대(오탐 검사)
NORMAL_019_383,9,10,normal,1,정상범위(미발화),,not_fire,ma,0.5,1.5,4,spread_norm,0.0442,0.0437,0.18,2453,6,0.9976,발화 0건 기대(오탐 검사)
NORMAL_020_384,9,10,normal,1,정상범위(미발화),,not_fire,khz,0.5,1.5,4,spread_norm,0.0385,0.0376,0.18,2453,12,0.9951,발화 0건 기대(오탐 검사)
NORMAL_028_392,9,10,normal,1,정상범위(미발화),,not_fire,ma,0.5,1.5,3,spread_norm,0.0668,0.0669,0.18,2453,8,0.9967,발화 0건 기대(오탐 검사)
NORMAL_030_394,9,10,normal,1,정상범위(미발화),,not_fire,ohm,0.5,1.5,2,spread_norm,0.0778,0.0816,0.18,2453,7,0.9971,발화 0건 기대(오탐 검사)
NORMAL_031_395,9,10,normal,1,정상범위(미발화),,not_fire,ms,0.5,1.5,3,spread_norm,0.0344,0.0346,0.18,2453,12,0.9951,발화 0건 기대(오탐 검사)
NORMAL_032_396,9,10,normal,1,정상범위(미발화),,not_fire,CODE,0.5,1.5,3,spread_norm,0.0731,0.0692,0.18,2453,10,0.9959,발화 0건 기대(오탐 검사)
NORMAL_036_400,9,10,normal,1,정상범위(미발화),,not_fire,v,0.5,1.5,3,spread_norm,0.0824,0.0828,0.18,2453,12,0.9951,발화 0건 기대(오탐 검사)
NORMAL_037_401,9,10,normal,1,정상범위(미발화),,not_fire,ma,0.5,1.5,2,spread_norm,0.0455,0.045,0.18,2453,7,0.9971,발화 0건 기대(오탐 검사)
NORMAL_040_404,9,10,normal,1,정상범위(미발화),,not_fire,ms,0.5,1.5,4,spread_norm,0.0285,0.0277,0.18,2453,11,0.9955,발화 0건 기대(오탐 검사)
NORMAL_041_405,9,10,normal,1,정상범위(미발화),,not_fire,CODE,0.5,1.5,4,spread_norm,0.0336,0.0343,0.18,2453,10,0.9959,발화 0건 기대(오탐 검사)
NORMAL_045_409,9,10,normal,1,정상범위(미발화),,not_fire,v,0.5,1.5,4,spread_norm,0.0612,0.0597,0.18,2453,8,0.9967,발화 0건 기대(오탐 검사)
NORMAL_047_411,9,10,normal,1,정상범위(미발화),,not_fire,khz,0.5,1.5,4,spread_norm,0.088,0.0892,0.18,2453,6,0.9976,발화 0건 기대(오탐 검사)
NORMAL_048_412,9,10,normal,1,정상범위(미발화),,not_fire,ohm,0.5,1.5,2,spread_norm,0.0296,0.0285,0.18,2453,8,0.9967,발화 0건 기대(오탐 검사)
NORMAL_051_415,9,10,normal,1,정상범위(미발화),,not_fire,PCT,0.5,1.5,2,spread_norm,0.0438,0.0436,0.18,2453,8,0.9967,발화 0건 기대(오탐 검사)
NORMAL_053_417,9,10,normal,1,정상범위(미발화),,not_fire,DEGC,0.5,1.5,4,spread_norm,0.0726,0.0733,0.18,2453,10,0.9959,발화 0건 기대(오탐 검사)
WAFER_GRADIENT_L4_098,9,10,single,4,크게 초과,WAFER_GRADIENT,fire,V,0.5,1.5,2,gradient_norm_abs_max,0.75,0.745,0.3,2453,1221,0.5022,
NORMAL_035_399,10,11,normal,1,정상범위(미발화),,not_fire,DEGC,0.5,1.5,2,spread_norm,0.0616,0.064,0.18,2453,5,0.998,발화 0건 기대(오탐 검사)
WAFER_GRADIENT_L3_097,10,11,single,3,초과,WAFER_GRADIENT,fire,V,0.5,1.5,2,gradient_norm_abs_max,0.55,0.5563,0.3,2453,897,0.6343,
WAFER_GRADIENT_L2_096,11,12,single,2,임계값 소폭 초과,WAFER_GRADIENT,fire,V,0.5,1.5,2,gradient_norm_abs_max,0.35,0.347,0.3,2453,570,0.7676,
CLUSTER_FAIL_L1_090,12,13,single,1,정상범위(미발화),CLUSTER_FAIL,not_fire,V,0.5,1.5,2,quadrant_imbalance,0.5,0.6404,1.0,2453,80,0.9674,
CLUSTER_FAIL_L2_091,12,13,single,2,임계값 소폭 초과,CLUSTER_FAIL,fire,V,0.5,1.5,2,quadrant_imbalance,1.1,1.079,1.0,2453,80,0.9674,
CLUSTER_FAIL_L3_092,12,13,single,3,초과,CLUSTER_FAIL,fire,V,0.5,1.5,2,quadrant_imbalance,2.0,2.0298,1.0,2453,80,0.9674,
CLUSTER_FAIL_L4_093,12,13,single,4,크게 초과,CLUSTER_FAIL,fire,V,0.5,1.5,2,quadrant_imbalance,3.0,2.9964,1.0,2453,80,0.9674,
CLUSTER_FAIL_L5_094,12,13,single,5,심각,CLUSTER_FAIL,fire,V,0.5,1.5,2,quadrant_imbalance,3.9,3.893,1.0,2453,80,0.9674,
WAFER_GRADIENT_L1_095,12,13,single,1,정상범위(미발화),WAFER_GRADIENT,not_fire,V,0.5,1.5,2,gradient_norm_abs_max,0.15,0.1563,0.3,2453,245,0.9001,
EDGE_FAIL_L1_075,13,14,single,1,정상범위(미발화),EDGE_FAIL,not_fire,V,0.5,1.5,2,edge_fail_ratio,1.0,1.0315,2.0,2453,60,0.9755,
EDGE_FAIL_L2_076,13,14,single,2,임계값 소폭 초과,EDGE_FAIL,fire,V,0.5,1.5,2,edge_fail_ratio,2.1,2.1098,2.0,2453,60,0.9755,
EDGE_FAIL_L3_077,13,14,single,3,초과,EDGE_FAIL,fire,V,0.5,1.5,2,edge_fail_ratio,2.4,2.438,2.0,2453,60,0.9755,
MIX2_CLUSTER-MEANSHIFT_L1_135,13,14,combo,1,정상범위(미발화),CLUSTER_FAIL;MEAN_SHIFT,not_fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_CLUSTER-MEANSHIFT_L2_136,13,14,combo,2,임계값 소폭 초과,CLUSTER_FAIL;MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_CLUSTER-MEANSHIFT_L3_137,13,14,combo,3,초과,CLUSTER_FAIL;MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_CLUSTER-MEANSHIFT_L4_138,13,14,combo,4,크게 초과,CLUSTER_FAIL;MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_CLUSTER-MEANSHIFT_L5_139,13,14,combo,5,심각,CLUSTER_FAIL;MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_HEAVYTAIL-CLUSTER_L1_155,13,14,combo,1,정상범위(미발화),HEAVY_TAIL;CLUSTER_FAIL,not_fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
CENTER_FAIL_L1_080,14,15,single,1,정상범위(미발화),CENTER_FAIL,not_fire,V,0.5,1.5,2,center_fail_ratio,1.0,0.925,2.0,2453,60,0.9755,
EDGE_FAIL_L4_078,14,15,single,4,크게 초과,EDGE_FAIL,fire,V,0.5,1.5,2,edge_fail_ratio,2.65,2.6724,2.0,2453,60,0.9755,
EDGE_FAIL_L5_079,14,15,single,5,심각,EDGE_FAIL,fire,V,0.5,1.5,2,edge_fail_ratio,2.78,2.8131,2.0,2453,60,0.9755,
MIX2_HEAVYTAIL-CLUSTER_L2_156,14,15,combo,2,임계값 소폭 초과,HEAVY_TAIL;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_HEAVYTAIL-CLUSTER_L3_157,14,15,combo,3,초과,HEAVY_TAIL;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_HEAVYTAIL-CLUSTER_L4_158,14,15,combo,4,크게 초과,HEAVY_TAIL;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_HEAVYTAIL-CLUSTER_L5_159,14,15,combo,5,심각,HEAVY_TAIL;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_MISSLIMIT-CLUSTER_L1_160,14,15,combo,1,정상범위(미발화),MISSING_LIMIT;CLUSTER_FAIL,not_fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_MISSLIMIT-CLUSTER_L2_161,14,15,combo,2,임계값 소폭 초과,MISSING_LIMIT;CLUSTER_FAIL,fire,V,0.5,,2,(조합),,,,2453,80,0.9674,
CENTER_FAIL_L2_081,15,16,single,2,임계값 소폭 초과,CENTER_FAIL,fire,V,0.5,1.5,2,center_fail_ratio,2.2,2.2199,2.0,2453,60,0.9755,
CENTER_FAIL_L3_082,15,16,single,3,초과,CENTER_FAIL,fire,V,0.5,1.5,2,center_fail_ratio,4.0,4.0698,2.0,2453,60,0.9755,
CENTER_FAIL_L4_083,15,16,single,4,크게 초과,CENTER_FAIL,fire,V,0.5,1.5,2,center_fail_ratio,7.0,7.0297,2.0,2453,60,0.9755,
MIX2_MISSLIMIT-CLUSTER_L3_162,15,16,combo,3,초과,MISSING_LIMIT;CLUSTER_FAIL,fire,V,,,2,(조합),,,,2453,80,0.9674,
MIX2_MISSLIMIT-CLUSTER_L4_163,15,16,combo,4,크게 초과,MISSING_LIMIT;CLUSTER_FAIL,fire,V,,,2,(조합),,,,2453,80,0.9674,
MIX2_MISSLIMIT-CLUSTER_L5_164,15,16,combo,5,심각,MISSING_LIMIT;CLUSTER_FAIL,fire,V,,,2,(조합),,,,2453,80,0.9674,
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L1_180,15,16,combo,1,정상범위(미발화),MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,not_fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L2_181,15,16,combo,2,임계값 소폭 초과,MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX3_WIDE-CLUSTER-HEAVYTAIL_L2_001_419,15,16,mixed,2,임계값 소폭 초과,WIDE_DISTRIBUTION;CLUSTER_FAIL;HEAVY_TAIL,fire,V,0.5,1.5,4,(조합),,,,2453,80,0.9674,
CENTER_FAIL_L5_084,16,17,single,5,심각,CENTER_FAIL,fire,V,0.5,1.5,2,center_fail_ratio,10.5,10.5446,2.0,2453,60,0.9755,
MIX3_CLUSTER-HEAVYTAIL-MEANSHIFT_L4_010_428,16,17,mixed,4,크게 초과,CLUSTER_FAIL;HEAVY_TAIL;MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX3_CLUSTER-WIDE-SUBPOP_L2_047_465,16,17,mixed,2,임계값 소폭 초과,CLUSTER_FAIL;WIDE_DISTRIBUTION;SUBPOP_GAP,fire,V,0.5,1.5,3,(조합),,,,2453,80,0.9674,
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L3_182,16,17,combo,3,초과,MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L4_183,16,17,combo,4,크게 초과,MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX3_MEANSHIFT-HEAVYTAIL-CLUSTER_L5_184,16,17,combo,5,심각,MEAN_SHIFT;HEAVY_TAIL;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
RING_FAIL_L1_085,16,17,single,1,정상범위(미발화),RING_FAIL,not_fire,V,0.5,1.5,2,ring_fail_ratio,1.0,0.992,2.0,2453,60,0.9755,ring 영역(반경 0.3~0.8)이 die 의 55% 라 ring_fail_ratio 상한이 1/0.55≈1.82 — 임계값 2.0 에 도달 불가
RING_FAIL_L2_086,16,17,single,2,임계값 소폭 초과,RING_FAIL,fire,V,0.5,1.5,2,ring_fail_ratio,1.4,1.3828,2.0,2453,60,0.9755,ring 영역(반경 0.3~0.8)이 die 의 55% 라 ring_fail_ratio 상한이 1/0.55≈1.82 — 임계값 2.0 에 도달 불가
RING_FAIL_L3_087,16,17,single,3,초과,RING_FAIL,fire,V,0.5,1.5,2,ring_fail_ratio,1.6,1.5932,2.0,2453,60,0.9755,ring 영역(반경 0.3~0.8)이 die 의 55% 라 ring_fail_ratio 상한이 1/0.55≈1.82 — 임계값 2.0 에 도달 불가
MIX2_CLUSTER-MEANSHIFT_L4_028_446,17,18,mixed,4,크게 초과,CLUSTER_FAIL;MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_EDGE-SEVOUT_L1_125,17,18,combo,1,정상범위(미발화),EDGE_FAIL;SEVERE_OUTLIER,not_fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_EDGE-SEVOUT_L2_126,17,18,combo,2,임계값 소폭 초과,EDGE_FAIL;SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_WIDE-CLUSTER_L3_013_431,17,18,mixed,3,초과,WIDE_DISTRIBUTION;CLUSTER_FAIL,fire,V,0.5,1.5,4,(조합),,,,2453,80,0.9674,
MIX3_CLUSTER-SUBPOP-WIDE_L3_015_433,17,18,mixed,3,초과,CLUSTER_FAIL;SUBPOP_GAP;WIDE_DISTRIBUTION,fire,V,0.5,1.5,4,(조합),,,,2453,80,0.9674,
MIX3_OUTWARN-CLUSTER-MEANSHIFT_L3_022_440,17,18,mixed,3,초과,OUTLIER_WARN;CLUSTER_FAIL;MEAN_SHIFT,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX3_SEVOUT-CLUSTER-SPECTIGHT_L4_012_430,17,18,mixed,4,크게 초과,SEVERE_OUTLIER;CLUSTER_FAIL;SPEC_TOO_TIGHT,fire,V,0.5,1.5,3,(조합),,,,2453,80,0.9674,
RING_FAIL_L4_088,17,18,single,4,크게 초과,RING_FAIL,fire,V,0.5,1.5,2,ring_fail_ratio,1.75,1.7436,2.0,2453,60,0.9755,ring 영역(반경 0.3~0.8)이 die 의 55% 라 ring_fail_ratio 상한이 1/0.55≈1.82 — 임계값 2.0 에 도달 불가
RING_FAIL_L5_089,17,18,single,5,심각,RING_FAIL,fire,V,0.5,1.5,2,ring_fail_ratio,1.82,1.8037,2.0,2453,60,0.9755,ring 영역(반경 0.3~0.8)이 die 의 55% 라 ring_fail_ratio 상한이 1/0.55≈1.82 — 임계값 2.0 에 도달 불가
MIX1_CLUSTER_L5_044_462,18,19,mixed,5,심각,CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
MIX2_CENTER-WIDE_L1_130,18,19,combo,1,정상범위(미발화),CENTER_FAIL;WIDE_DISTRIBUTION,not_fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_CLUSTER-MEANSHIFT_L2_051_469,18,19,mixed,2,임계값 소폭 초과,CLUSTER_FAIL;MEAN_SHIFT,fire,V,0.5,1.5,8,(조합),,,,2453,80,0.9674,
MIX2_CLUSTER-SUBPOP_L3_045_463,18,19,mixed,3,초과,CLUSTER_FAIL;SUBPOP_GAP,fire,V,0.5,1.5,4,(조합),,,,2453,80,0.9674,
MIX2_EDGE-SEVOUT_L3_127,18,19,combo,3,초과,EDGE_FAIL;SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_EDGE-SEVOUT_L4_128,18,19,combo,4,크게 초과,EDGE_FAIL;SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_EDGE-SEVOUT_L5_129,18,19,combo,5,심각,EDGE_FAIL;SEVERE_OUTLIER,fire,V,0.5,1.5,2,(조합),,,,2453,60,0.9755,
MIX2_SUBPOP-CLUSTER_L3_029_447,18,19,mixed,3,초과,SUBPOP_GAP;CLUSTER_FAIL,fire,V,0.5,1.5,2,(조합),,,,2453,80,0.9674,
