SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000922,231,3,15,31,1,,5.791946,5.899905,6.021737,6.039287,5.791946,5.899905,6.021737,6.039287,6.164002,6.261058,6.025288,6.058873,6.164002,6.261058,6.025288,6.058873,6.106964,6.220422,6.272426,6.272426,6.106964,6.220422,6.272426,6.272426,5.088827,5.951374,5.571216,5.571216,5.088827,5.951374,5.571216,5.571216,4.955650,4.710148,4.043552,4.043552,4.955650,4.710148,4.043552,4.043552,5.037978,5.014365,5.008483,5.008483,5.056946,5.051838,4.146294,4.146294,5.016796,4.904388,4.668700,4.682765,4.974924,5.040038,5.214788,5.325160,4.966205,6.751740,6.156361,4.087544,4.966205,6.751740,6.156361,4.087544,5.066776,5.066664,5.075319,5.017221,5.066776,5.066664,5.075319,5.017221,5.097783,5.164601,5.700318,5.735519,4.703458,4.518686,4.703458,4.518686,5.729167,5.989583,5.989583,5.989583,5.729167,5.989583,5.989583,5.989583,4.947917,4.947917,4.947917,4.947917,5.437385,5.585033,5.988963,6.516031,5.437385,5.585033,5.988963,6.516031,5.218237,5.258840,5.369921,5.514865,6.425253,6.574565,6.818894,7.311202,6.425253,6.574565,6.818894,7.311202,4.882099,5.132099,6.225925,7.321503,4.882099,5.132099,6.225925,7.321503,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893,5.378893
C000923,231,4,16,31,1,,5.855928,5.948929,6.038967,6.041944,5.855928,5.948929,6.038967,6.041944,6.197087,6.286372,6.039952,6.068381,6.197087,6.286372,6.039952,6.068381,6.154810,6.247108,6.274984,6.274984,6.154810,6.247108,6.274984,6.274984,4.996901,5.931305,5.525130,5.525130,4.996901,5.931305,5.525130,5.525130,5.050201,4.784188,4.061452,4.061452,5.050201,4.784188,4.061452,4.061452,5.107195,5.039390,5.022124,5.022124,5.148169,5.137275,5.988201,5.988201,5.117159,4.999830,4.721588,4.685816,4.874469,4.941395,5.133244,5.269953,5.061503,4.774268,4.250080,4.134209,5.061503,4.774268,4.250080,4.134209,5.170005,5.177401,5.214094,5.017221,5.170005,5.177401,5.214094,5.017221,5.206270,5.281947,5.753809,5.739696,5.917910,5.838418,5.917910,5.838418,6.770833,6.770833,6.250000,5.989583,6.770833,6.770833,6.250000,5.989583,6.770833,7.031250,4.947917,4.947917,7.378321,7.525969,7.929899,8.456967,7.378321,7.525969,7.929899,8.456967,6.285752,6.326355,6.437436,6.582380,6.520325,6.679598,6.940225,7.465457,6.520325,6.679598,6.940225,7.465457,3.301796,3.551796,4.644561,5.725946,3.301796,3.551796,4.644561,5.725946,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484,5.105484
C000924,232,1,17,31,1,,6.484085,6.430238,6.208126,6.068021,6.484085,6.430238,6.208126,6.068021,6.521911,6.534901,6.183918,6.161733,6.521911,6.534901,6.183918,6.161733,6.624555,6.509106,6.300091,6.300091,6.624555,6.509106,6.300091,6.300091,4.094389,3.884400,3.050675,3.050675,4.094389,3.884400,3.050675,3.050675,5.978478,5.511100,6.094658,6.094658,5.978478,5.511100,6.094658,6.094658,5.786758,6.600051,6.508175,6.508175,6.043778,5.976083,5.860093,5.860093,6.138153,6.094746,5.703395,4.963714,3.861016,3.877540,4.030380,4.274132,5.997116,5.510034,6.091828,6.062422,5.997116,5.510034,6.091828,6.062422,6.183486,5.011642,5.006365,8.055213,6.183486,5.011642,5.006365,8.055213,6.271385,6.356603,5.753809,5.739696,4.697398,4.937098,4.697398,4.937098,5.729167,5.729167,5.989583,5.989583,5.729167,5.729167,5.989583,5.989583,4.687500,4.687500,4.947917,4.947917,6.026790,6.174438,6.578368,7.105436,6.026790,6.174438,6.578368,7.105436,5.542410,5.583013,5.694094,5.839038,5.175364,5.193735,5.223798,5.283255,5.175364,5.193735,5.223798,5.283255,5.046744,5.296744,6.390681,7.487737,5.046744,5.296744,6.390681,7.487737,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026,4.171026
C000925,232,2,18,31,1,,6.914287,6.759870,6.323978,6.085881,6.914287,6.759870,6.323978,6.085881,6.744372,6.705110,6.282516,6.225666,6.744372,6.705110,6.282516,6.225666,6.946266,6.688539,6.317286,6.317286,6.946266,6.688539,6.317286,6.317286,2.313246,5.599334,4.762782,4.762782,2.313246,5.599334,4.762782,4.762782,6.614222,8.319427,4.357553,4.357553,6.614222,8.319427,4.357553,4.357553,6.252167,5.453353,5.247772,5.247772,6.657149,6.550552,6.374346,6.374346,6.876182,7.040021,7.320245,7.430439,3.137607,3.038410,2.829881,2.692232,6.637884,6.013933,5.058712,4.906115,6.637884,6.013933,5.058712,4.906115,6.877582,5.011642,5.006365,5.017221,6.877582,5.011642,5.006365,5.017221,6.696409,6.356603,5.753809,5.739696,6.112596,5.374782,6.112596,5.374782,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.468750,5.468750,4.947917,4.947917,2.994380,3.142028,3.545958,4.073026,2.994380,3.142028,3.545958,4.073026,3.874584,3.915187,4.026268,4.171212,5.522114,5.576812,5.666317,5.845858,5.522114,5.576812,5.666317,5.845858,5.353556,5.603556,6.697699,7.797511,5.353556,5.603556,6.697699,7.797511,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782,6.581782
C000926,232,3,19,31,1,,5.656793,5.796347,5.985341,6.033677,5.656793,5.796347,5.985341,6.033677,6.094113,6.207585,5.994312,6.038788,6.094113,6.207585,5.994312,6.038788,6.005894,6.164051,6.267024,6.267024,6.005894,6.164051,6.267024,6.267024,5.283010,5.993767,3.817228,3.817228,5.283010,5.993767,3.817228,3.817228,4.755923,6.688694,4.005739,4.005739,4.755923,6.688694,4.005739,4.005739,4.891764,4.961501,4.979668,4.979668,4.864248,4.871361,3.906970,3.906970,4.806934,4.711413,4.574265,4.678879,5.185478,5.242929,5.372527,5.424430,4.764900,4.541020,6.190899,3.988971,4.764900,4.541020,6.190899,3.988971,4.848717,4.832745,5.006365,5.017221,4.848717,4.832745,5.006365,5.017221,4.868614,4.916722,5.348119,5.377559,3.954359,4.635170,3.954359,4.635170,5.729167,5.729167,5.989583,5.989583,5.729167,5.729167,5.989583,5.989583,4.687500,4.687500,4.947917,4.947917,4.664794,4.812442,5.216372,5.743440,4.664794,4.812442,5.216372,5.743440,4.793312,4.833915,4.944996,5.089940,6.463276,6.616571,6.867419,7.372894,6.463276,6.616571,6.867419,7.372894,5.225548,5.475548,6.569605,7.668267,5.225548,5.475548,6.569605,7.668267,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773,5.085773
C000927,232,4,20,31,1,,6.029567,6.081975,6.085727,6.049152,6.029567,6.081975,6.085727,6.049152,6.286877,6.355072,6.079748,6.094186,6.286877,6.355072,6.079748,6.094186,6.284660,6.319532,6.281924,6.281924,6.284660,6.319532,6.281924,6.281924,4.747422,3.441673,5.400056,5.400056,4.747422,3.441673,5.400056,5.400056,5.306801,4.985126,6.555192,6.555192,5.306801,4.985126,6.555192,6.555192,5.295044,6.838323,6.839078,6.839078,5.395739,5.369144,5.969841,5.969841,5.392866,5.272836,4.897913,4.701722,4.599291,4.665002,4.887090,5.087512,5.320131,4.977653,6.202641,5.993706,5.320131,4.977653,6.202641,5.993706,5.015485,5.477931,5.006365,5.017221,5.015485,5.477931,5.006365,5.017221,5.500697,5.600412,5.753809,5.739696,2.840729,3.746183,2.840729,3.746183,5.468750,5.729167,5.989583,5.989583,5.468750,5.729167,5.989583,5.989583,4.427083,4.427083,4.427083,4.947917,4.672505,4.820153,5.224083,5.751151,4.672505,4.820153,5.224083,5.751151,4.797553,4.838156,4.949237,5.094181,5.853745,5.943185,6.089541,6.383929,5.853745,5.943185,6.089541,6.383929,5.193794,5.443793,6.537829,7.636206,5.193794,5.443793,6.537829,7.636206,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653,6.462653
C000928,233,1,21,31,1,,5.010819,5.301386,5.811384,6.006859,5.010819,5.301386,5.811384,6.006859,5.760076,5.952006,5.846262,5.942788,5.760076,5.952006,5.846262,5.942788,5.522826,5.894622,6.241204,6.241204,5.522826,5.894622,6.241204,6.241204,6.211121,6.196387,6.133871,6.133871,6.211121,6.196387,6.133871,6.133871,3.801317,3.806217,3.825013,3.825013,3.801317,3.806217,3.825013,3.825013,4.192925,4.708837,4.841943,4.841943,3.943236,4.008762,4.098992,4.098992,3.842966,3.932444,4.331016,4.675240,6.161616,6.117300,5.912399,5.686392,3.802749,3.784386,3.604380,3.517835,3.802749,3.784386,3.604380,3.517835,3.806491,3.714714,5.006365,5.017221,3.806491,3.714714,5.006365,5.017221,3.773288,3.731967,3.664762,3.666668,3.842406,4.414575,3.842406,4.414575,5.468750,5.729167,5.989583,5.989583,5.468750,5.729167,5.989583,5.989583,4.947917,4.166667,3.906250,4.947917,5.901773,6.049421,6.453351,6.980419,5.901773,6.049421,6.453351,6.980419,5.473651,5.514254,5.625335,5.770278,5.496708,5.548745,5.633895,5.804637,5.496708,5.548745,5.633895,5.804637,6.896594,7.146594,8.241774,9.355444,6.896594,7.146594,8.241774,9.355444,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438,5.402438
C000929,233,2,22,31,1,,5.678620,5.813071,5.991219,6.034583,5.678620,5.813071,5.991219,6.034583,6.105400,6.216221,5.999315,6.042031,6.105400,6.216221,5.999315,6.042031,6.022217,6.173155,6.267897,6.267897,6.022217,6.173155,6.267897,6.267897,5.251650,5.986921,5.652847,5.652847,5.251650,5.986921,5.652847,5.652847,4.788179,4.579005,4.011846,4.011846,4.788179,4.579005,4.011846,4.011846,4.915377,4.970039,4.984322,4.984322,4.895369,4.900508,6.056033,6.056033,4.840630,4.741805,4.588081,4.679336,5.151625,5.210658,5.348318,5.409844,4.797411,4.566587,4.114609,4.004891,4.797411,4.566587,4.114609,4.004891,5.015485,4.870523,4.829515,5.017221,5.015485,4.870523,4.829515,5.017221,4.905624,4.956754,5.404998,5.435369,5.421929,5.173472,5.421929,5.173472,6.250000,6.250000,6.250000,5.989583,6.250000,6.250000,6.250000,5.989583,4.947917,5.729167,5.729167,4.947917,3.877340,4.024988,4.428918,4.955987,3.877340,4.024988,4.428918,4.955987,4.360213,4.400816,4.511897,4.656840,4.245782,4.166768,4.037474,3.775007,4.245782,4.166768,4.037474,3.775007,6.695651,6.945651,8.040696,9.152560,6.695651,6.945651,8.040696,9.152560,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361,5.180361
C000930,233,3,23,31,1,,5.164177,5.418892,5.852683,6.013226,5.164177,5.418892,5.852683,6.013226,5.839378,6.012682,5.881410,5.965579,5.839378,6.012682,5.881410,5.965579,5.637509,5.958586,6.247334,6.247334,5.637509,5.958586,6.247334,6.247334,5.990782,6.148284,6.023406,6.023406,5.990782,6.148284,6.023406,6.023406,4.027946,3.983685,3.867918,3.867918,4.027946,3.983685,3.867918,3.867918,2.820448,4.768821,4.874640,4.874640,4.161890,4.213548,4.282312,4.282312,4.066091,4.097820,4.367208,4.675397,5.934325,5.923214,5.810747,5.646564,4.031169,3.964015,3.721552,3.629686,4.031169,3.964015,3.721552,3.629686,4.053921,3.980141,3.713690,5.017221,4.053921,3.980141,3.713690,5.017221,4.033325,4.013234,4.064401,4.072844,5.346992,5.360528,5.346992,5.360528,5.208333,5.468750,5.729167,5.989583,5.208333,5.468750,5.729167,5.989583,4.947917,3.645833,3.385417,4.947917,4.375109,4.522757,4.926687,5.453755,4.375109,4.522757,4.926687,5.453755,4.633985,4.674588,4.785669,4.930613,4.271540,4.195225,4.070346,3.816800,4.271540,4.195225,4.070346,3.816800,5.781790,6.031790,7.126221,8.229879,5.781790,6.031790,7.126221,8.229879,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614,3.096614
C000931,233,4,24,31,1,,5.168764,5.422407,5.853918,6.013416,5.168764,5.422407,5.853918,6.013416,5.841750,6.014497,5.882462,5.966261,5.841750,6.014497,5.882462,5.966261,5.640940,5.960500,6.247518,6.247518,5.640940,5.960500,6.247518,6.247518,5.984191,4.159049,6.020101,6.020101,5.984191,4.159049,6.020101,6.020101,4.034725,3.988993,5.865155,5.865155,4.034725,3.988993,5.865155,5.865155,4.363796,6.183622,6.328554,6.328554,4.168430,4.219674,4.287796,4.287796,4.072819,4.102941,4.368444,4.675404,5.927484,5.917284,5.807487,5.645213,4.038002,3.969388,6.247064,5.994913,4.038002,3.969388,6.247064,5.994913,4.061323,5.011642,5.006365,5.017221,4.061323,5.011642,5.006365,5.017221,4.041103,4.021648,4.076355,4.084993,4.392162,4.094732,4.392162,4.094732,6.250000,6.250000,5.989583,5.989583,6.250000,6.250000,5.989583,5.989583,5.468750,5.468750,5.729167,6.770833,5.025888,5.173535,5.577465,6.104534,5.025888,5.173535,5.577465,6.104534,4.991914,5.032516,5.143597,5.288541,5.805936,5.890367,6.028528,6.306359,5.805936,5.890367,6.028528,6.306359,6.786680,7.036680,8.131786,9.244468,6.786680,7.036680,8.131786,9.244468,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305,6.349305
C000932,234,1,25,31,1,,5.769974,5.883069,6.015820,6.038375,5.769974,5.883069,6.015820,6.038375,6.152640,6.252365,6.020252,6.055608,6.152640,6.252365,6.020252,6.055608,6.090533,6.211258,6.271548,6.271548,6.090533,6.211258,6.271548,6.271548,5.120395,5.958266,5.587043,5.587043,5.120395,5.958266,5.587043,5.587043,4.923180,4.684722,4.037404,4.037404,4.923180,4.684722,4.037404,4.037404,5.014207,5.005771,5.003799,5.003799,5.025619,5.022498,3.982209,3.982209,4.982481,4.872228,4.651829,4.681932,5.009306,5.073525,5.241738,5.342826,4.933479,4.673590,4.184407,4.071519,4.933479,4.673590,4.184407,4.071519,5.031326,5.028636,5.027661,5.058425,5.031326,5.028636,5.027661,5.058425,5.060526,5.124303,5.643060,5.677325,3.942456,3.915059,3.942456,3.915059,5.468750,5.729167,5.989583,5.989583,5.468750,5.729167,5.989583,5.989583,4.427083,4.427083,4.947917,4.947917,5.158830,5.306478,5.710408,6.237476,5.158830,5.306478,5.710408,6.237476,5.065032,5.105635,5.216716,5.361659,4.535521,4.486861,4.407236,4.245109,4.535521,4.486861,4.407236,4.245109,5.911969,6.161969,7.256487,8.361314,5.911969,6.161969,7.256487,8.361314,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733,6.739733
C000933,234,2,26,31,1,,4.703792,5.066134,5.728704,5.994113,4.703792,5.066134,5.728704,5.994113,5.601310,5.830532,5.775896,5.897161,5.601310,5.830532,5.775896,5.897161,5.293227,5.766565,6.228933,6.228933,5.293227,5.766565,6.228933,6.228933,6.652245,6.292691,4.452280,4.452280,6.652245,6.292691,4.452280,4.452280,3.347600,3.450921,3.739115,3.739115,3.347600,3.450921,3.739115,3.739115,3.860773,4.588748,4.776483,4.776483,3.505486,3.598775,3.731981,3.731981,3.406636,3.633133,4.281662,4.675138,6.608534,6.482689,6.078650,5.741570,6.853303,6.717295,3.369798,3.293908,6.853303,6.717295,3.369798,3.293908,3.311129,3.183322,2.715119,5.017221,3.311129,3.183322,2.715119,5.017221,3.252688,3.168862,2.864676,2.853495,5.050341,5.660921,5.050341,5.660921,7.552083,7.031250,6.510417,5.989583,7.552083,7.031250,6.510417,5.989583,7.812500,8.072917,8.854167,4.947917,4.758591,4.906239,5.310169,5.837237,4.758591,4.906239,5.310169,5.837237,4.844900,4.885503,4.996584,5.141528,5.568649,5.628221,5.725704,5.921360,5.568649,5.628221,5.725704,5.921360,4.760696,5.010696,6.104440,7.198928,4.760696,5.010696,6.104440,7.198928,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898,4.110898
C000934,234,3,27,31,1,,5.660341,5.799065,5.986297,6.033824,5.660341,5.799065,5.986297,6.033824,6.095948,6.208988,5.995125,6.039315,6.095948,6.208988,5.995125,6.039315,6.008548,6.165531,6.267166,6.267166,6.008548,6.165531,6.267166,6.267166,5.277913,3.620289,5.666013,5.666013,5.277913,3.620289,5.666013,5.666013,4.761166,4.557852,6.388832,6.388832,4.761166,4.557852,6.388832,6.388832,4.895602,3.276515,3.246396,3.246396,4.869306,4.876099,5.832061,5.832061,4.812406,4.716333,4.576476,4.678950,5.179980,5.237697,5.368624,5.422095,4.770184,6.714533,6.210930,6.005654,4.770184,6.714533,6.210930,6.005654,5.015485,4.838885,4.789867,5.017221,5.015485,4.838885,4.789867,5.017221,4.874629,4.923228,5.357364,5.386956,6.188860,5.307273,6.188860,5.307273,5.729167,5.989583,5.989583,5.989583,5.729167,5.989583,5.989583,5.989583,4.947917,4.947917,4.947917,4.947917,6.873853,7.021500,7.425430,7.952499,6.873853,7.021500,7.425430,7.952499,6.008294,6.048897,6.159978,6.304922,6.171513,6.294243,6.495074,6.899508,6.171513,6.294243,6.495074,6.899508,5.166808,5.416808,6.510826,7.608961,5.166808,5.416808,6.510826,7.608961,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301,5.228301
C000935,234,4,28,31,1,,5.902071,5.984285,6.051393,6.043859,5.902071,5.984285,6.051393,6.043859,6.220948,6.304629,6.050527,6.075239,6.220948,6.304629,6.050527,6.075239,6.189317,6.266354,6.276828,6.276828,6.189317,6.266354,6.276828,6.276828,4.930604,3.452486,5.491893,5.491893,4.930604,3.452486,5.491893,5.491893,6.613234,4.837585,6.548819,6.548819,6.613234,4.837585,6.548819,6.548819,5.157114,6.809196,6.833222,6.833222,5.213958,5.198892,3.925690,3.925690,5.189949,5.070352,4.763476,4.688747,4.801708,4.869197,5.071490,5.226401,5.130231,4.828316,4.285335,5.963137,5.130231,4.828316,4.285335,5.963137,5.244453,5.257264,5.006365,5.017221,5.244453,5.257264,5.006365,5.017221,5.284511,5.366576,5.753809,5.739696,5.275979,5.158979,5.275979,5.158979,6.510417,6.510417,6.250000,5.989583,6.510417,6.510417,6.250000,5.989583,6.250000,4.947917,6.770833,4.947917,6.286549,6.434196,6.838126,7.365195,6.286549,6.434196,6.838126,7.365195,5.685277,5.725880,5.836961,5.981905,4.415886,4.354693,4.254560,4.051002,4.415886,4.354693,4.254560,4.051002,7.177175,7.427175,8.522544,9.638733,7.177175,7.427175,8.522544,9.638733,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596,5.721596
C000936,235,1,29,31,1,,6.198855,6.211688,6.131316,6.056180,6.198855,6.211688,6.131316,6.056180,6.374417,6.422051,6.118547,6.119344,6.374417,6.422051,6.118547,6.119344,6.411256,6.390140,6.288690,6.288690,6.411256,6.390140,6.288690,6.288690,4.504195,3.774773,3.572278,3.572278,4.504195,3.774773,3.572278,3.572278,5.556972,5.181029,6.214770,6.214770,5.556972,5.181029,6.214770,6.214770,5.478187,3.717032,3.597591,3.597591,5.637106,5.595203,5.519138,5.519138,5.666416,5.559896,5.128164,4.739772,4.327382,4.382859,4.607620,4.852192,5.572279,5.175942,4.512091,6.054084,5.572279,5.175942,4.512091,6.054084,5.015485,5.770930,5.006365,5.017221,5.015485,5.770930,5.006365,5.017221,5.787745,5.910897,5.753809,5.739696,4.138793,3.762981,4.138793,3.762981,5.729167,5.729167,5.989583,5.989583,5.729167,5.729167,5.989583,5.989583,4.687500,4.947917,4.947917,3.645833,3.889568,4.037216,4.441146,4.968214,3.889568,4.037216,4.441146,4.968214,4.366938,4.407541,4.518622,4.663566,6.461327,6.614419,6.864932,7.369733,6.461327,6.614419,6.864932,7.369733,5.397318,5.647318,6.741490,7.841695,5.397318,5.647318,6.741490,7.841695,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378,5.939378
C000937,235,2,30,31,1,,5.923809,6.000941,6.057247,6.044762,5.923809,6.000941,6.057247,6.044762,6.232189,6.313229,6.055509,6.078469,6.232189,6.313229,6.055509,6.078469,6.205573,6.275421,6.277697,6.277697,6.205573,6.275421,6.277697,6.277697,4.899371,4.200002,3.408468,3.408468,4.899371,4.200002,3.408468,3.408468,5.150514,4.862741,5.797472,5.797472,5.150514,4.862741,5.797472,5.797472,5.180632,6.281487,6.286492,6.286492,5.244952,5.227921,3.849277,3.849277,5.224360,5.104076,4.784381,4.690394,4.767338,4.834873,5.041508,5.204718,5.162609,4.853778,6.223043,5.924280,5.162609,4.853778,6.223043,5.924280,5.279526,5.294888,5.006365,5.017221,5.279526,5.294888,5.006365,5.017221,5.321371,5.406445,5.753809,5.739696,4.776287,4.928166,4.776287,4.928166,5.729167,5.729167,5.989583,5.989583,5.729167,5.729167,5.989583,5.989583,4.687500,4.687500,4.687500,4.947917,4.547734,4.695381,5.099311,5.626380,4.547734,4.695381,5.099311,5.626380,4.728929,4.769532,4.880613,5.025556,5.003575,5.003949,5.004562,5.004528,5.003575,5.003949,5.004562,5.004528,3.373021,3.623021,4.715833,5.797858,3.373021,3.623021,4.715833,5.797858,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291,5.261291
